Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,707,38,1,196,324,62,,68
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,520,22,,137,251,38,,56
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,408,18,,100,202,30,,44
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,159,12,1,69,25,42,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,115,9,,52,17,29,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,90,7,,40,12,25,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,143,14,1,54,33,36,,1
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,100,12,,40,24,21,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,81,11,,32,22,14,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,273,9,1,21,154,36,,40
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,215,6,,14,119,27,,37
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,173,5,,10,93,22,,32
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,816,17,8,146,328,221,26,70
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,547,10,5,90,221,144,20,57
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,422,6,4,60,184,116,,35
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,59,5,1,34,6,2,9,2
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,38,,,24,4,,7,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,29,,,17,4,,,
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,405,13,4,105,62,177,,26
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,261,8,3,65,37,116,13,19
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,202,6,,48,31,88,,18
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,993,32,,178,424,157,,166
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,713,13,,125,308,106,26,135
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,541,11,,99,242,74,14,101
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,App,28,,,15,3,9,,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Adm,17,,,6,3,7,,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Enr,13,,,5,,5,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,App,104,4,3,32,23,37,5,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Adm,87,4,3,22,20,34,4,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Enr,68,3,3,17,15,26,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,App,146,2,,92,43,4,2,3
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Adm,111,,,72,29,3,,3
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Enr,79,,,49,22,3,,
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,App,502,36,3,195,88,109,,50
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Adm,302,20,,113,55,61,,34
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Enr,238,14,,86,41,50,,30
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,App,414,26,5,87,118,146,21,11
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Adm,283,17,,55,82,105,,5
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Enr,237,13,,43,70,93,,4
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,App,609,16,10,119,83,343,,7
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Adm,398,10,6,71,54,233,19,5
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Enr,317,8,3,53,44,191,,4
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,App,93,10,,56,8,10,,4
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Adm,57,4,,34,7,5,,3
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Enr,41,3,,24,5,4,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,App,150,19,2,69,20,32,7,1
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Adm,93,8,,40,16,19,7,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Enr,72,8,,31,10,14,6,
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,App,551,34,8,121,125,205,,34
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Adm,363,19,6,75,86,131,,28
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Enr,288,14,5,52,71,108,16,22
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,App,182,7,1,23,66,74,,6
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Adm,120,4,,14,46,47,3,6
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Enr,103,3,,11,42,39,3,5
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,App,191,8,2,57,53,65,,3
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Adm,120,4,,37,27,47,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Enr,90,3,,25,22,36,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,App,93,9,,13,36,27,,2
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Adm,65,5,,11,29,14,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Enr,43,4,,8,19,10,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,App,224,7,,136,50,20,,8
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Adm,162,5,,105,37,10,,3
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Enr,109,4,,66,31,6,,
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,App,"1,003",26,18,216,85,462,,152
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Adm,717,18,11,148,62,317,36,125
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Enr,576,14,9,118,52,251,30,102
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,App,"2,053",115,7,356,361,629,,516
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Adm,"1,417",51,,233,250,441,,388
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Enr,"1,085",38,,178,197,348,,282
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,App,360,11,6,68,49,195,21,10
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Adm,286,6,4,59,38,150,,9
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Enr,213,4,3,43,31,110,,7
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,App,196,3,1,62,43,76,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Adm,138,,,43,31,54,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Enr,103,,,33,19,43,,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,App,90,2,1,10,13,54,7,3
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Adm,58,,,9,6,33,6,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Enr,46,,,8,6,26,,
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,App,307,10,6,38,48,172,,17
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Adm,230,8,4,24,36,131,,12
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Enr,175,7,4,15,28,101,,7
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,App,184,4,,30,107,31,8,4
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Adm,136,,,21,81,21,,4
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Enr,105,,,16,61,16,,4
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,App,224,24,3,64,48,72,11,2
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Adm,150,12,,43,31,54,7,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Enr,128,10,,38,26,45,6,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,App,204,15,,122,40,21,,1
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Adm,127,3,,84,19,15,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Enr,96,,,62,16,10,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,App,21,,1,9,2,7,,1
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Adm,16,,,8,,5,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Enr,11,,,7,,,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,App,270,8,8,129,31,84,,3
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Adm,176,3,7,80,21,62,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Enr,125,3,6,53,16,44,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,App,98,5,1,49,9,30,,2
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Adm,51,,,29,5,14,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Enr,36,,,21,4,9,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,App,14,2,1,5,,1,,3
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Adm,5,,,,,,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Enr,3,,,,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,App,26,1,,10,7,7,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Adm,12,,,4,5,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Enr,6,,,,3,,,
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,App,111,35,2,28,9,25,3,9
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Adm,66,19,,17,4,16,,7
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Enr,50,13,,15,3,13,,4
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,App,227,6,3,40,59,101,,5
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Adm,169,5,,28,44,76,,4
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Enr,133,3,,20,40,60,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,App,78,2,1,33,16,21,,2
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Adm,62,,,28,13,16,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Enr,52,,,24,10,14,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,App,56,3,3,8,19,17,6,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Adm,33,,3,6,10,11,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Enr,27,,3,4,8,9,,
