Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
CABRILLO COLLEGE4084,CABRILLO COLLEGE,Aptos,Santa Cruz,Enr,9,,,,,4,,
CANADA COLLEGE4109,CANADA COLLEGE,Redwood City,San Mateo,App,52,3,,16,14,14,1,4
CANADA COLLEGE4109,CANADA COLLEGE,Redwood City,San Mateo,Adm,18,,,4,6,5,,
CANADA COLLEGE4109,CANADA COLLEGE,Redwood City,San Mateo,Enr,,,,,,,,
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,App,106,4,1,52,36,8,,5
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,Adm,48,3,,21,19,4,,
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,Enr,11,,,3,4,,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,App,15,1,,1,1,10,,2
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,Adm,10,,,,,8,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,Enr,,,,,,,,
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,App,108,5,,21,54,21,,5
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,Adm,70,,,13,40,11,,3
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,Enr,27,,,5,13,6,,
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,App,68,6,,26,19,15,,2
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,Adm,29,,,12,9,6,,
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,Enr,8,,,4,,,,
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,App,108,3,1,27,37,19,,21
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,Adm,44,,,9,18,11,,6
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,Enr,11,,,,6,,,
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,App,199,9,,21,109,37,,17
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Adm,99,,,4,59,23,,7
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Enr,22,,,,14,5,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,App,29,3,,2,14,10,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Adm,14,,,,7,6,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Enr,6,,,,3,3,,
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,App,42,5,,4,22,7,,2
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Adm,20,,,,13,3,,
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Enr,10,,,,6,,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,App,49,1,,3,5,34,,5
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Adm,27,,,,,19,,3
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Enr,9,,,,,6,,
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,App,135,1,1,15,61,24,,30
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Adm,74,,,7,36,8,,20
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Enr,36,,,4,17,,,13
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,App,186,9,2,53,46,60,12,4
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Adm,89,3,,20,20,38,6,
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Enr,26,,,5,7,12,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,App,76,4,,44,2,20,,4
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Adm,34,3,,18,,12,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Enr,16,,,8,,6,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,App,9,1,,1,1,6,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Adm,3,,,,,,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Enr,,,,,,,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,App,38,1,,21,6,7,2,1
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Adm,17,,,9,4,,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Enr,9,,,3,3,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,App,7,1,,2,,4,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Adm,,,,,,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Enr,,,,,,,,
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,App,36,1,,16,7,5,,7
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Adm,17,,,6,3,3,,5
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Enr,3,,,,,,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,App,42,6,,6,18,9,1,2
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Adm,16,,,,7,4,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Enr,6,,,,,,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,App,30,3,,11,3,10,2,1
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Adm,12,,,5,,3,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Enr,3,,,,,,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,App,60,2,,10,7,37,,1
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Adm,28,,,3,3,19,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Enr,6,,,,,4,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,App,77,5,,19,13,38,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Adm,58,3,,15,8,31,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Enr,43,,,10,5,25,,
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,App,104,7,,18,56,17,2,4
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Adm,61,,,13,36,9,,
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Enr,11,,,,6,3,,
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,App,861,8,,36,363,83,15,356
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Adm,462,4,,13,188,37,6,214
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Enr,170,3,,,63,11,,91
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,App,718,14,2,42,176,102,,370
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Adm,397,4,,24,96,57,,207
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Enr,119,,,9,35,17,,56
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,App,252,1,,57,97,3,4,90
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Adm,114,,,19,52,,,42
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Enr,27,,,,16,,,9
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,App,290,20,,74,97,44,6,49
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Adm,159,9,,39,56,26,4,25
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Enr,45,3,,9,15,6,,10
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,App,27,2,,3,17,3,2,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Adm,14,,,,8,,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Enr,3,,,,,,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,App,37,1,,6,6,23,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Adm,23,,,3,4,15,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Enr,9,,,,,7,,
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,App,487,9,3,15,132,82,,237
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Adm,251,,,5,81,37,,120
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Enr,85,,,,26,11,,42
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,App,49,3,1,19,14,10,1,1
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Adm,23,,,8,6,7,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Enr,5,,,,,3,,
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,App,197,6,,51,79,36,7,18
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Adm,85,3,,20,34,17,5,6
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Enr,23,,,5,8,5,3,
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,App,306,4,,30,37,203,,23
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Adm,158,3,,10,18,115,6,6
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Enr,46,,,4,4,33,,4
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,App,92,1,,10,55,22,,2
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Adm,55,,,3,34,14,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Enr,14,,,,10,,,
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,App,220,9,4,59,33,84,,25
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Adm,132,4,,34,21,55,,12
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Enr,87,,,24,16,36,,6
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,App,22,,,19,,1,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Adm,9,,,8,,,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Enr,,,,,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,App,35,2,,28,1,1,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Adm,18,,,14,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Enr,16,,,12,,,,
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,App,436,14,3,36,167,126,,75
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Adm,225,5,3,20,84,81,8,24
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Enr,58,,,4,24,20,,7
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,App,14,,,2,2,9,1,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Adm,9,,,,,7,,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Enr,,,,,,,,
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,App,108,13,,9,62,11,,11
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Adm,63,6,,4,41,6,,5
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Enr,9,,,,6,,,
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,App,102,2,1,24,34,36,,2
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Adm,56,,,11,21,20,,
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Enr,12,,,,6,4,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,App,78,10,4,28,19,15,2,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Adm,37,4,3,8,10,10,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Enr,11,,,,4,,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,App,111,8,1,28,37,26,,9
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Adm,49,4,,9,16,15,,3
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,5,,,,,,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,41,3,,15,8,13,1,1
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,17,,,6,6,4,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,3,,,,,,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,27,,,22,3,1,1,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,12,,,8,,,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,3,,,,,,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,259,12,1,56,47,130,,2
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,148,5,,19,27,86,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,29,,,6,7,12,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,App,18,2,,13,3,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Adm,5,,,3,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Enr,,,,,,,,
LOS ANGELES VALLEY COLLEGE4401,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,1,,1,,,,,
LOS ANGELES VALLEY COLLEGE4401,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,,,,,,,,
LOS ANGELES VALLEY COLLEGE4401,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,,,,,,,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,133,9,1,47,14,55,6,1
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,70,4,,17,6,39,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,14,,,6,,4,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,50,5,2,17,6,18,1,1
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,24,,,7,,11,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,9,,,,,4,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,App,5,,1,1,,3,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Adm,4,,,,,3,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Enr,,,,,,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,App,21,1,,8,8,3,,1
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Adm,7,,,,4,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Enr,,,,,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,App,9,3,,1,2,3,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Adm,4,,,,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Enr,,,,,,,,
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,329,14,3,81,50,155,,18
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,209,3,,54,30,102,,13
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,125,,,37,17,63,,3
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,36,4,,2,24,3,,3
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,13,,,,8,,,
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,4,,,,,,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,39,1,1,18,7,11,,1
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,18,,,7,5,4,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,7,,,3,3,,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,52,3,1,13,6,24,2,3
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,22,,,8,,9,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,9,,,4,,3,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,293,7,9,44,59,165,,4
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,172,3,4,24,33,103,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,47,,,4,13,25,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,30,3,,18,6,3,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,14,,,9,3,,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,3,,,,,,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,94,7,1,38,18,25,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,41,,,14,10,14,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,17,,,6,4,6,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,395,11,2,78,209,24,4,67
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,220,7,,33,123,17,,37
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,70,,,9,40,4,,13
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,48,4,,25,4,12,3,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,28,,,12,3,10,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,5,,,,,,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,67,7,,23,14,19,1,3
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,33,4,,5,8,13,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,14,,,,4,5,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,140,4,,11,73,15,4,33
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,83,,,5,44,8,,21
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,28,,,3,19,,,3
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,412,12,,65,165,95,10,65
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,216,7,,26,95,51,7,30
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,54,,,5,27,12,,8
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,21,,,16,2,3,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,13,,,9,,3,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,,,,,,,,
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,262,11,2,54,65,103,,12
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,145,3,,26,35,64,,8
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,93,,,15,24,41,,5
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,643,10,1,69,327,97,,126
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,382,4,,27,214,51,,75
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,107,,,4,65,9,,25
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,App,4,,,3,1,,,
