Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Adm,69,4,,9,40,9,,
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Enr,17,,,,12,3,,
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,App,935,20,,65,368,92,18,372
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Adm,463,7,,27,206,52,,163
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Enr,155,,,8,77,17,,49
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,App,784,17,4,56,191,180,,320
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Adm,432,9,3,26,112,90,,181
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Enr,131,3,,8,35,20,,63
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,App,307,2,,85,80,5,,129
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Adm,139,,,32,41,3,,60
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Enr,36,,,8,10,,,18
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,App,360,29,4,92,145,51,,32
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Adm,194,14,,44,88,27,,16
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Enr,50,,,9,28,8,,4
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,App,45,2,,5,35,1,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Adm,30,,,3,25,,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Enr,9,,,,,,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,App,50,,,6,14,25,4,1
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Adm,25,,,3,7,13,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Enr,4,,,,,,,
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,App,461,11,1,36,146,88,,166
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Adm,205,,,17,67,44,,70
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Enr,76,,,5,25,14,,31
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,App,38,2,,17,6,10,,2
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Adm,16,,,7,,4,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Enr,6,,,3,,,,
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,App,225,4,2,68,104,31,,13
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Adm,107,,,36,53,11,,5
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Enr,24,,,6,14,3,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,App,20,,,14,1,3,,1
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Adm,8,,,6,,,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Enr,,,,,,,,
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,App,346,3,,45,51,221,,24
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Adm,207,,,18,28,150,,10
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Enr,39,,,5,9,23,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,App,77,3,1,14,30,27,,1
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Adm,45,,,6,20,14,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Enr,9,,,,,5,,
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,App,236,13,1,60,29,105,,21
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Adm,162,10,,35,18,79,,13
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Enr,106,6,,21,14,51,,9
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,App,30,2,,22,2,2,,1
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Adm,15,,,12,,,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Enr,,,,,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,App,63,5,,53,3,1,1,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Adm,35,,,31,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Enr,20,,,17,,,,
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,App,527,12,1,42,212,139,,115
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Adm,241,4,,25,104,70,4,34
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Enr,65,,,5,30,17,,12
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,App,22,,,2,3,5,,12
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Adm,5,,,,,,,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Enr,,,,,,,,
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,App,106,17,,11,44,12,,21
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Adm,57,11,,4,21,9,,12
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Enr,23,7,,,11,,,4
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,App,132,9,,27,43,45,,5
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Adm,68,5,,11,24,23,,3
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Enr,14,,,,6,4,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,App,108,15,,49,28,13,2,1
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Adm,39,7,,20,7,5,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Enr,10,4,,3,,,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,App,131,8,2,44,30,37,1,9
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Adm,69,,,28,15,19,,4
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,16,,,7,3,6,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,53,8,,13,14,15,,1
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,26,,,7,10,6,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,9,,,,4,,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,33,2,,21,3,6,1,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,12,,,6,,3,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,3,,,,,,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,281,12,,66,53,141,,3
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,165,4,,35,31,90,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,29,,,7,8,13,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,App,19,9,2,6,2,,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Adm,4,,,,,,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Enr,,,,,,,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,173,3,1,62,20,82,,1
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,94,,,37,11,43,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,16,,,9,3,4,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,68,8,,28,14,16,,1
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,34,4,,13,9,7,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,7,,,3,,,,
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,409,18,4,103,64,179,,28
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,291,12,3,78,49,128,,14
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,165,7,,42,31,73,,6
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,68,1,,5,48,6,,8
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,26,,,3,18,4,,
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,11,,,3,6,,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,40,1,,23,9,5,2,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,17,,,9,5,,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,4,,,3,,,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,52,2,2,11,11,23,,3
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,28,,,8,5,12,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,,,,,,,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,324,8,5,64,69,163,8,7
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,177,,4,38,37,91,,3
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,32,,,3,7,19,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,63,10,1,36,8,6,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,26,,,16,,4,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,3,,,,,,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,165,10,3,67,29,50,,3
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,78,,,33,14,24,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,32,,,10,8,11,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,432,4,,92,242,25,,61
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,226,3,,40,143,11,,27
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,69,,,11,46,3,,8
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,59,3,1,27,9,17,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,25,,,14,3,5,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,7,,,3,,,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,79,9,,30,20,20,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,31,3,,10,12,6,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,9,,,4,,,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,198,5,,18,117,17,,37
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,121,,,11,80,10,,16
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,42,,,3,27,4,,8
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,442,9,4,61,142,117,,100
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,210,6,,22,85,56,,36
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,60,,,4,21,22,,12
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,26,1,,21,3,1,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,16,,,13,,,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,,,,,,,,
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,228,7,3,60,36,96,,21
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,149,4,,40,21,66,,13
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,85,,,21,11,41,,6
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,733,10,1,142,351,69,,140
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,382,6,,52,215,37,,63
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,119,,,19,72,5,,19
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,App,10,,,5,3,,1,1
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Adm,3,,,,,,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Enr,,,,,,,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,App,63,2,,44,12,3,,1
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Adm,25,,,16,7,,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Enr,5,,,3,,,,
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,App,265,18,3,111,36,32,,60
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Adm,96,5,,37,16,11,,25
