Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,126,,,12,85,9,,19
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,38,,,,24,,,11
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,475,11,1,65,173,128,,80
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,251,6,,28,94,65,,50
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,42,,,5,11,9,,16
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,32,3,1,18,5,4,,1
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,21,,,13,3,,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,,,,,,,,
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,284,11,3,74,52,115,,14
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,169,,,48,40,59,,10
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,89,,,25,28,30,,
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,885,27,5,133,448,106,34,132
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,528,10,,52,276,67,,99
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,158,3,,12,92,11,,34
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,App,10,,,7,1,1,1,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Adm,3,,,,,,,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Enr,,,,,,,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,App,16,,,10,1,4,,1
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Adm,8,,,3,,4,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Enr,3,,,,,,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,App,97,,1,63,24,4,,2
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Adm,57,,,38,15,3,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Enr,11,,,5,6,,,
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,App,260,29,,133,30,34,,24
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Adm,100,6,,46,10,19,,15
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Enr,28,,,11,,5,,11
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,App,137,8,1,31,44,47,3,3
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Adm,79,4,,19,25,27,,
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Enr,18,,,3,7,6,,
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,App,385,11,2,77,53,202,,17
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Adm,204,7,,38,25,114,,9
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Enr,39,,,6,7,21,,3
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,App,56,5,,42,6,3,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Adm,30,3,,20,4,3,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Enr,7,,,4,,,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,App,244,26,1,130,26,52,,3
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Adm,136,18,,66,17,31,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Enr,89,12,,44,10,22,,
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,App,489,50,6,143,99,159,,21
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Adm,315,28,4,83,66,111,6,17
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Enr,189,14,,56,37,67,,9
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,App,363,16,2,54,165,104,,6
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Adm,250,12,,34,111,79,,4
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Enr,170,9,,23,75,54,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,App,51,3,,18,22,8,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Adm,28,3,,8,13,4,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Enr,6,,,,4,,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,App,45,6,,19,10,5,1,4
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Adm,23,,,9,7,4,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Enr,4,,,,,,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,App,97,2,,56,27,5,,7
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Adm,47,,,26,11,,,7
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Enr,9,,,4,,,,
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,App,597,21,7,133,54,226,23,133
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Adm,316,10,4,55,25,131,17,74
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Enr,64,,,10,6,16,,27
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,App,1256,76,8,199,175,324,,435
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Adm,761,26,4,105,100,208,,294
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Enr,165,5,,19,22,21,,96
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,App,141,6,1,32,21,65,,8
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Adm,83,3,,15,13,40,,5
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Enr,16,,,,3,8,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,App,150,7,2,50,42,41,,5
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Adm,76,3,,23,24,23,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Enr,19,,,6,9,3,,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,App,29,1,2,7,4,12,,1
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Adm,15,,,4,,9,,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Enr,,,,,,,,
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,App,120,6,3,16,24,51,,7
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Adm,79,4,,13,19,32,,5
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Enr,15,,,,7,,,
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,App,107,7,,16,49,14,,18
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Adm,65,3,,9,29,9,,13
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Enr,16,,,3,7,,,5
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,App,36,6,,12,12,6,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Adm,14,,,3,8,,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Enr,4,,,,,,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,App,238,15,,153,53,14,2,1
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Adm,121,8,,75,28,7,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Enr,84,6,,55,19,4,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,App,4,1,,,1,2,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Adm,3,,,,,,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Enr,,,,,,,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,App,115,3,4,60,12,34,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Adm,68,3,,34,10,17,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Enr,19,,,12,,3,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,App,57,9,1,33,3,10,,1
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Adm,26,3,,14,3,6,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Enr,9,,,4,,,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,App,4,,,1,1,1,,1
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Adm,3,,,,,,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Enr,,,,,,,,
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,App,127,17,1,26,40,10,,29
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Adm,59,5,,8,16,5,,20
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Enr,17,,,3,6,,,4
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,App,124,3,,12,67,35,,
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Adm,64,,,4,31,23,,
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Enr,11,,,,5,4,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,App,27,2,,12,9,4,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Adm,19,,,5,8,4,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Enr,3,,,,,,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,App,17,1,,6,7,3,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Adm,11,,,4,5,,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Enr,,,,,,,,
