Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,Enr,6,,,4,,,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,App,12,1,,3,2,6,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,Adm,8,,,,,4,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,Enr,3,,,,,,,
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,App,108,13,1,19,52,18,,2
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,Adm,71,7,,13,35,13,,
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,Enr,14,,,,7,,,
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,App,110,12,,48,26,14,,8
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,Adm,65,5,,26,20,9,,3
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,Enr,16,,,8,5,,,
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,App,111,6,,32,32,11,,28
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,Adm,52,,,17,17,8,,6
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,Enr,18,,,6,5,3,,3
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,App,190,10,,16,109,36,,15
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Adm,109,4,,10,64,25,3,3
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Enr,26,,,,17,5,,
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,App,47,3,1,7,14,16,5,1
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,Adm,29,,,3,10,10,4,
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,Enr,7,,,,3,3,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,App,28,3,,2,10,10,1,2
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Adm,15,,,,6,5,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Enr,5,,,,,,,
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,App,42,2,,6,25,2,,5
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Adm,25,,,4,16,,,
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Enr,,,,,,,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,App,69,,,15,7,39,,6
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Adm,37,,,8,3,23,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Enr,9,,,3,,4,,
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,App,193,2,,19,71,37,3,61
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Adm,105,,,8,42,22,,28
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Enr,30,,,,13,6,,8
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,App,202,7,2,77,42,68,1,5
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Adm,125,3,,48,20,51,,
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Enr,50,,,19,11,20,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,App,85,3,1,46,10,17,3,5
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Adm,46,,,23,5,13,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Enr,19,,,7,3,7,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,App,11,1,,2,1,6,1,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Adm,6,,,,,,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Enr,,,,,,,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,App,25,1,,13,3,5,,2
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Adm,17,,,7,3,4,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Enr,6,,,3,,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,App,4,1,,1,,2,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Adm,3,,,,,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Enr,,,,,,,,
COMPTON COLLEGE4078,COMPTON COLLEGE,Compton,Los Angeles,App,1,,,,,1,,
COMPTON COLLEGE4078,COMPTON COLLEGE,Compton,Los Angeles,Adm,,,,,,,,
COMPTON COLLEGE4078,COMPTON COLLEGE,Compton,Los Angeles,Enr,,,,,,,,
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,App,43,2,,9,16,1,,13
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Adm,20,,,4,7,,,5
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Enr,5,,,,,,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,App,60,4,1,11,29,11,,1
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Adm,29,,,4,15,7,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Enr,5,,,,,,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,App,46,3,,17,5,20,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Adm,31,,,11,3,15,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Enr,9,,,3,,6,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,App,63,1,3,18,6,35,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Adm,37,,,13,4,19,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Enr,8,,,3,,5,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,App,75,4,,18,5,44,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Adm,42,,,9,4,23,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Enr,21,,,5,,12,,
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,App,104,2,,24,61,13,,4
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Adm,65,,,11,40,10,,3
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Enr,19,,,4,9,3,,
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,App,934,16,3,51,400,100,,345
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Adm,536,9,,26,223,65,,204
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Enr,173,,,10,71,16,,71
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,App,754,22,,46,176,136,9,365
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Adm,467,17,,23,118,90,5,214
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Enr,115,6,,8,33,25,,41
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,App,295,2,,86,88,5,,110
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Adm,159,,,43,57,,,53
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Enr,38,,,7,12,,,18
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,App,329,27,3,83,126,43,,38
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Adm,212,14,,50,85,31,,23
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Enr,48,,,9,17,10,,7
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,App,47,5,1,12,26,3,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Adm,23,,,7,13,,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Enr,5,,,,,,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,App,45,,,9,14,19,2,1
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Adm,30,,,8,8,12,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Enr,8,,,,3,3,,
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,App,495,9,,35,146,83,,206
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Adm,250,5,,21,80,42,7,95
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Enr,84,,,10,23,13,,34
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,App,37,3,1,15,6,10,1,1
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Adm,22,3,,8,4,5,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Enr,6,,,,,,,
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,App,230,9,,49,109,39,8,16
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Adm,126,3,,30,62,18,8,5
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Enr,31,,,9,10,6,,
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,App,314,4,1,45,40,194,7,23
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Adm,196,,,26,21,135,5,6
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Enr,41,,,7,7,22,,4
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,App,83,2,,20,38,19,3,1
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Adm,47,,,10,24,9,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Enr,8,,,,,,,
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,App,219,8,4,48,35,108,,10
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Adm,123,3,,26,21,65,,3
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Enr,77,3,,17,17,37,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,App,28,1,,21,3,1,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Adm,17,,,13,,,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Enr,,,,,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,App,39,1,,34,2,1,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Adm,17,,,15,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Enr,12,,,11,,,,
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,App,492,7,,51,180,153,14,87
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Adm,271,3,,26,101,100,,36
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Enr,55,,,4,20,20,,11
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,App,11,,,2,1,7,,1
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Adm,6,,,,,5,,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Enr,,,,,,,,
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,App,109,12,,9,53,10,,23
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Adm,66,6,,6,32,9,,12
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Enr,15,,,,11,,,3
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,App,142,10,2,25,41,52,,9
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Adm,81,4,,15,27,28,,6
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Enr,25,3,,3,7,7,,4
LASSEN COLLEGE4383,LASSEN COLLEGE,Susanville,Lassen,App,3,,,1,,1,1,
LASSEN COLLEGE4383,LASSEN COLLEGE,Susanville,Lassen,Adm,,,,,,,,
LASSEN COLLEGE4383,LASSEN COLLEGE,Susanville,Lassen,Enr,,,,,,,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,App,96,7,,49,20,16,,1
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Adm,63,6,,32,14,11,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Enr,11,,,7,3,,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,App,102,4,,35,28,22,,7
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Adm,52,,,17,15,12,,4
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,14,,,7,3,3,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,62,8,1,16,20,14,,3
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,32,5,,8,10,9,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,9,,,,5,4,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,35,2,,26,2,5,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,17,,,11,,5,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,9,,,7,,,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,291,16,,52,58,155,,3
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,187,8,,30,29,113,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,28,,,6,6,14,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,App,15,8,,2,1,1,2,1
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Adm,,,,,,,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Enr,,,,,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,App,12,,,6,3,1,,2
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Adm,4,,,3,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Enr,,,,,,,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,127,16,1,32,17,59,1,1
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,89,13,,22,10,41,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,18,4,,4,3,6,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,58,6,,20,13,17,,2
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,36,4,,14,8,9,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,10,,,3,,4,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,App,11,,,4,1,5,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Adm,5,,,,,,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Enr,3,,,,,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,App,20,2,,7,7,2,,2
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Adm,10,,,4,4,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Enr,,,,,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,App,14,3,,1,3,6,,1
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Adm,10,3,,,,4,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Enr,,,,,,,,
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,325,13,7,73,46,153,,23
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,211,8,6,46,31,103,7,10
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,115,3,5,24,14,64,,4
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,46,3,,3,29,4,1,6
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,21,,,,16,,,
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,7,,,,6,,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,44,,,22,7,14,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,22,,,11,4,6,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,5,,,,,,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,49,4,,15,8,20,1,1
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,26,,,7,3,13,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,8,,,,,5,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,330,9,4,63,71,176,6,1
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,221,3,3,41,48,121,5,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,52,,,7,18,25,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,50,3,,32,6,6,3,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,25,,,17,3,,3,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,3,,,,,,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,151,15,,69,24,41,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,72,7,,37,5,22,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,31,,,18,,11,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,444,18,1,92,214,26,,83
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,243,9,,39,140,13,,36
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,43,,,8,23,,,8
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,37,1,,19,5,10,,1
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,22,,,12,3,4,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,,,,,,,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,78,7,,30,24,13,,2
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,35,5,,12,11,7,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,7,3,,,,3,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,191,5,1,14,119,20,,27
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,121,3,,6,79,14,,14
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,34,,,,24,4,,
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,422,10,3,65,129,119,,82
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,229,4,,26,79,70,,40
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,52,,,,17,19,,10
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,27,1,,19,2,4,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,16,,,10,,,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,4,,,,,,,
