Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
BUTTE COLLEGE4226,BUTTE COLLEGE,Oroville,Butte,Adm,19,,,3,,11,,
BUTTE COLLEGE4226,BUTTE COLLEGE,Oroville,Butte,Enr,6,,,,,,,
CABRILLO COLLEGE4084,CABRILLO COLLEGE,Aptos,Santa Cruz,App,92,4,4,26,7,45,4,2
CABRILLO COLLEGE4084,CABRILLO COLLEGE,Aptos,Santa Cruz,Adm,38,,,10,3,21,,
CABRILLO COLLEGE4084,CABRILLO COLLEGE,Aptos,Santa Cruz,Enr,6,,,,,,,
CANADA COLLEGE4109,CANADA COLLEGE,Redwood City,San Mateo,App,56,,,14,16,17,,7
CANADA COLLEGE4109,CANADA COLLEGE,Redwood City,San Mateo,Adm,33,,,6,8,12,,5
CANADA COLLEGE4109,CANADA COLLEGE,Redwood City,San Mateo,Enr,6,,,,,3,,
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,App,104,7,,55,28,7,,6
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,Adm,40,3,,17,12,5,,3
CERRITOS COLLEGE4083,CERRITOS COLLEGE,Norwalk,Los Angeles,Enr,9,,,4,3,,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,App,8,1,,1,2,3,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,Adm,5,,,,,3,,
CERRO COSO COMMUNITY COLLEGE4027,CERRO COSO COMMUNITY COLLEGE,Ridgecrest,Kern,Enr,,,,,,,,
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,App,110,10,1,12,69,14,3,1
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,Adm,66,3,,5,49,7,,
CHABOT COLLEGE4725,CHABOT COLLEGE,Hayward,Alameda,Enr,17,,,,14,,,
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,App,88,9,,42,19,14,1,3
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,Adm,38,3,,18,8,7,,
CHAFFEY COLLEGE4046,CHAFFEY COLLEGE,Rancho Cucamonga,San Bernardino,Enr,11,,,5,,,,
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,App,148,3,1,35,40,22,2,45
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,Adm,80,,,11,26,16,,25
CITRUS COLLEGE4051,CITRUS COLLEGE,Glendora,Los Angeles,Enr,21,,,3,8,3,,6
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,App,232,12,3,24,123,41,,20
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Adm,123,5,,8,72,21,,10
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Enr,30,,,4,15,4,,4
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,App,40,3,1,9,9,15,2,1
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,Adm,26,,,6,6,11,,
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,Enr,5,,,,,,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,App,34,4,1,6,8,11,2,2
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Adm,12,,,,4,,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Enr,5,,,,,,,
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,App,38,6,,2,17,9,,3
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Adm,20,4,,,8,,,3
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Enr,,,,,,,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,App,63,1,,13,8,35,,2
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Adm,35,,,6,5,18,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Enr,8,,,,,6,,
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,App,166,2,,12,76,29,,47
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Adm,96,,,5,46,15,,28
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Enr,24,,,,13,4,,6
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,App,247,12,3,85,60,76,,5
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Adm,143,6,,49,34,47,,
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Enr,29,,,7,11,9,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,App,73,5,1,41,9,14,,2
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Adm,36,3,,17,5,10,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Enr,13,,,7,,3,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,App,8,1,,1,,6,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Adm,5,,,,,3,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Enr,,,,,,,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,App,24,,,12,3,9,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Adm,11,,,5,,5,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Enr,,,,,,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,App,5,,,1,1,3,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Adm,4,,,,,3,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Enr,,,,,,,,
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,App,60,6,,15,21,3,,14
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Adm,35,,,8,14,,,9
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Enr,6,,,,3,,,
COPPER MOUNTAIN COLLEGE3889,COPPER MOUNTAIN COLLEGE,Joshua Tree,San Bernardino,App,10,1,,1,4,4,,
COPPER MOUNTAIN COLLEGE3889,COPPER MOUNTAIN COLLEGE,Joshua Tree,San Bernardino,Adm,4,,,,,,,
COPPER MOUNTAIN COLLEGE3889,COPPER MOUNTAIN COLLEGE,Joshua Tree,San Bernardino,Enr,,,,,,,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,App,61,3,1,7,38,9,1,2
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Adm,39,,,3,25,7,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Enr,15,,,,12,,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,App,39,4,2,11,7,14,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Adm,13,,,5,,4,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Enr,6,,,,,,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,App,74,,3,12,5,49,4,1
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Adm,39,,,6,3,25,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Enr,7,,,,,5,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,App,93,8,2,13,10,58,2,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Adm,62,3,,7,6,45,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Enr,39,,,3,6,28,,
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,App,106,5,,17,60,9,,12
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Adm,56,,,7,34,4,,7
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Enr,14,,,,10,,,
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,App,950,12,2,54,406,84,,371
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Adm,618,7,,25,251,51,19,265
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Enr,207,,,5,85,11,,99
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,App,774,18,1,45,175,142,,376
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Adm,470,10,,16,108,76,,247
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Enr,134,,,,33,14,,83
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,App,290,3,,79,95,4,,104
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Adm,164,,,36,64,,3,58
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Enr,47,,,6,24,,,17
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,App,323,24,,78,113,57,,48
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Adm,175,7,,39,74,29,,25
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Enr,25,,,5,11,3,,5
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,App,40,3,,6,23,5,2,1
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Adm,20,,,3,11,,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Enr,5,,,,3,,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,App,46,2,,5,16,23,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Adm,21,,,3,7,11,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Enr,,,,,,,,
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,App,513,10,2,36,129,90,,229
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Adm,287,4,,15,63,51,,141
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Enr,93,,,4,25,10,,49
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,App,35,3,1,12,7,11,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Adm,17,,,9,,5,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Enr,,,,,,,,
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,App,220,4,,56,97,33,,21
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Adm,108,,,22,51,17,,10
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Enr,23,,,4,10,3,,5
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,App,17,1,,11,,5,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Adm,8,,,5,,3,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Enr,3,,,,,,,
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,App,327,2,,33,54,206,,25
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Adm,178,,,12,29,121,,8
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Enr,37,,,3,7,25,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,App,88,3,,22,35,20,,2
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Adm,48,,,9,26,8,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Enr,5,,,3,,,,
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,App,255,20,1,61,37,108,,20
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Adm,152,10,,29,26,72,,11
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Enr,90,6,,14,15,44,,8
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,App,49,2,1,35,7,4,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Adm,26,,,20,3,,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Enr,6,,,,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,App,46,1,1,40,1,2,,1
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Adm,31,,,28,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Enr,15,,,12,,,,
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,App,479,3,,44,190,136,,96
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Adm,283,,,22,104,94,4,59
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Enr,58,,,,23,17,,16
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,App,11,1,,4,1,5,,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Adm,4,,,,,,,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Enr,,,,,,,,
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,App,82,7,1,10,34,13,,13
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Adm,43,,,8,16,6,3,7
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Enr,8,,,,3,,,
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,App,112,5,1,15,37,48,,4
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Adm,62,,,10,18,30,,
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Enr,14,,,3,4,6,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,App,102,14,1,48,18,19,2,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Adm,40,4,,15,8,13,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Enr,11,3,,3,,3,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,App,139,7,3,32,48,32,4,13
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Adm,71,3,,12,27,21,,6
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,20,,,3,4,8,,3
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,59,4,,27,10,12,,4
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,25,,,8,6,5,,3
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,6,,,,,,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,32,1,,20,5,6,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,15,,,6,3,6,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,3,,,,,,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,278,13,1,64,52,131,,6
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,151,5,,27,35,77,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,29,,,10,8,9,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,App,28,3,,14,5,3,,3
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Adm,10,,,4,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Enr,5,,,,,,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,161,7,,45,24,75,,3
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,82,,,19,14,40,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,8,,,,,5,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,57,6,3,22,8,17,,1
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,35,,3,12,5,13,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,4,,,,,,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,App,8,1,,3,,3,,1
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Adm,,,,,,,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Enr,,,,,,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,App,18,1,1,10,2,3,,1
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Adm,7,,,3,,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Enr,,,,,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,App,19,6,,6,2,4,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Adm,6,,,,,3,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Enr,,,,,,,,
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,355,19,4,81,49,174,,15
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,238,12,,54,33,116,,10
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,132,9,,31,14,69,,4
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,46,2,1,5,31,5,,2
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,27,,,3,19,4,,
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,10,,,,6,3,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,50,,2,22,9,16,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,26,,,12,4,8,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,8,,,6,,,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,65,5,1,25,4,28,,2
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,29,,,10,,13,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,7,,,,,3,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,339,13,2,67,62,176,,6
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,213,7,,36,41,119,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,47,,,8,12,25,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,42,7,,18,7,9,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,19,,,9,4,5,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,4,,,,,,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,149,16,3,58,26,43,2,1
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,88,8,,36,15,25,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,35,4,,12,5,11,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,387,13,1,92,180,39,,55
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,212,5,,31,118,19,,34
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,57,,,5,33,5,,13
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,45,2,1,23,8,8,,3
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,22,,,8,3,6,,3
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,,,,,,,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,69,6,,32,14,14,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,29,,,10,8,9,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,11,,,3,5,3,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,148,6,,17,76,15,,33
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,102,,,13,53,9,,24
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,27,,,4,13,,,7
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,424,14,5,67,155,109,8,66
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,237,7,,30,95,57,,40
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,53,,,8,22,11,,12
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,28,1,1,17,3,6,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,16,,,10,,3,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,5,,,,,,,
