Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,263,8,3,64,59,105,,19
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,153,3,,35,37,62,,10
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,95,3,,23,21,42,,4
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,628,14,,82,310,85,14,123
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,395,3,,31,224,52,,76
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,96,,,4,71,3,,16
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,App,13,1,,7,2,2,,1
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Adm,6,,,3,,,,
PORTERVILLE COLLEGE4608,PORTERVILLE COLLEGE,Porterville,Tulare,Enr,,,,,,,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,App,84,2,1,54,17,3,3,4
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Adm,40,,,23,8,3,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Enr,6,,,4,,,,
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,App,221,24,2,78,30,34,,45
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Adm,80,7,,21,13,16,,18
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Enr,22,,,6,8,3,,5
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,App,105,11,3,17,37,29,2,6
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Adm,56,3,,10,19,19,,3
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Enr,9,,,3,3,,,
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,App,330,9,5,49,49,197,,12
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Adm,195,5,4,27,31,114,6,8
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Enr,53,,,8,13,25,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,App,52,7,,33,9,3,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Adm,21,4,,9,6,,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Enr,4,,,,,,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,App,178,18,1,74,24,51,9,1
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Adm,107,10,,40,14,36,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Enr,64,6,,27,8,18,,
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,App,487,34,4,104,112,200,,17
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Adm,276,17,,45,85,112,,9
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Enr,161,11,,25,52,63,,3
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,App,220,19,,25,90,80,3,3
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Adm,151,10,,11,70,57,,
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Enr,99,5,,8,54,30,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,App,67,8,2,17,22,16,,1
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Adm,30,,,8,8,9,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Enr,5,,,,,,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,App,36,3,,7,15,8,1,2
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Adm,25,,,5,12,4,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Enr,8,,,,6,,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,App,91,,,52,22,12,,2
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Adm,34,,,11,14,6,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Enr,4,,,,,,,
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,App,450,14,8,83,39,185,11,110
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Adm,198,5,4,30,20,81,4,54
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Enr,43,,3,7,,13,,18
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,App,1347,69,2,187,223,371,,466
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Adm,796,27,,85,126,256,,284
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Enr,175,4,,15,30,31,,95
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,App,152,6,3,42,21,70,,7
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Adm,80,,,17,13,43,,
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Enr,11,,,,,7,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,App,94,1,1,32,24,34,2,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Adm,51,,,11,16,21,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Enr,8,,,,,5,,
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,App,105,2,1,12,33,46,4,7
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Adm,51,,,7,16,21,,5
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Enr,15,,,,5,7,,3
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,App,87,2,,12,52,15,1,5
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Adm,49,,,4,35,8,,
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Enr,11,,,,10,,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,App,36,4,,13,11,7,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Adm,16,,,7,4,4,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Enr,,,,,,,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,App,200,8,,135,30,19,,3
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Adm,114,6,,77,16,13,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Enr,73,3,,44,14,10,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,App,94,3,,47,16,22,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Adm,41,,,17,6,13,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Enr,4,,,,,,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,App,41,4,,20,9,8,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Adm,20,3,,9,4,4,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Enr,5,,,,,,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,App,6,,,1,,,,5
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Adm,,,,,,,,
WEST HILLS COLLEGE COALINGA4056,WEST HILLS COLLEGE COALINGA,Coalinga,Fresno,Enr,,,,,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,App,5,,,5,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Adm,4,,,,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Enr,3,,,,,,,
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,App,48,18,,12,5,7,2,4
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Adm,21,6,,7,,5,,
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Enr,,,,,,,,
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,App,91,5,1,15,24,36,,5
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Adm,52,,,7,15,21,,3
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Enr,15,,,,6,5,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,App,20,1,,7,7,4,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Adm,9,,,,3,3,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Enr,4,,,,,,,
