Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Adm,492,7,,68,229,73,,98
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,Enr,118,,,19,56,13,,29
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,App,11,1,,7,,2,,1
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Adm,6,,,4,,,,
REEDLEY COLLEGE4655,REEDLEY COLLEGE,Reedley,Fresno,Enr,,,,,,,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,App,73,,,54,11,3,,5
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Adm,47,,,34,8,3,,
RIO HONDO COLLEGE4663,RIO HONDO COLLEGE,Whittier,Los Angeles,Enr,16,,,11,4,,,
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,App,224,16,1,97,29,33,4,44
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Adm,86,10,,31,11,11,,21
RIVERSIDE CITY COLLEGE4658,RIVERSIDE CITY COLLEGE,Riverside,Riverside,Enr,25,,,10,3,,,7
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,App,127,14,1,28,53,21,1,9
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Adm,77,4,,17,33,15,,6
SACRAMENTO CITY COLLEGE4670,SACRAMENTO CITY COLLEGE,Sacramento,Sacramento,Enr,18,,,3,9,,,3
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,App,320,7,2,56,39,194,,11
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Adm,175,4,,30,20,107,,6
SADDLEBACK COLLEGE4747,SADDLEBACK COLLEGE,Mission Viejo,Orange,Enr,45,,,7,6,27,,3
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,App,45,5,1,24,7,6,,1
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Adm,18,,,7,4,3,,
SAN BERNARDINO VALLEY COLLEGE4679,SAN BERNARDINO VALLEY COLLEGE,San Bernardino,San Bernardino,Enr,,,,,,,,
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,App,216,23,1,97,25,56,,6
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Adm,134,13,,55,15,41,,4
SAN DIEGO CITY COLLEGE4681,SAN DIEGO CITY COLLEGE,San Diego,San Diego,Enr,83,9,,35,12,22,,3
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,App,497,40,6,144,101,170,,27
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Adm,269,20,,77,57,92,,17
SAN DIEGO MESA COLLEGE4735,SAN DIEGO MESA COLLEGE,San Diego,San Diego,Enr,178,13,,49,41,59,,12
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,App,330,12,4,51,136,110,,5
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Adm,211,5,,30,97,63,,5
SAN DIEGO MIRAMAR COLLEGE4728,SAN DIEGO MIRAMAR COLLEGE,San Diego,San Diego,Enr,141,4,,14,70,45,,3
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,App,38,4,1,17,8,7,,1
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Adm,21,3,,8,3,5,,
SAN JOAQUIN DELTA COLLEGE4706,SAN JOAQUIN DELTA COLLEGE,Stockton,San Joaquin,Enr,6,,,,,3,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,App,42,5,,15,11,10,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Adm,15,,,8,3,,,
SAN JOSE CITY COLLEGE4686,SAN JOSE CITY COLLEGE,San Jose,Santa Clara,Enr,4,,,3,,,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,App,66,1,,42,18,3,,2
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Adm,33,,,19,12,,,
SANTA ANA COLLEGE4689,SANTA ANA COLLEGE,Santa Ana,Orange,Enr,5,,,,4,,,
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,App,509,23,7,116,57,196,,100
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Adm,245,8,,56,30,95,,50
SANTA BARBARA CITY COLLEGE4690,SANTA BARBARA CITY COLLEGE,Santa Barbara,Santa Barbara,Enr,50,,,9,,17,,20
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,App,1335,76,6,199,151,375,37,491
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Adm,753,31,3,102,84,239,,274
SANTA MONICA COLLEGE4691,SANTA MONICA COLLEGE,Santa Monica,Los Angeles,Enr,183,9,,17,16,40,,97
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,App,123,4,2,29,23,55,3,7
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Adm,80,3,,15,17,38,,5
SANTA ROSA JUNIOR COLLEGE4692,SANTA ROSA JUNIOR COLLEGE,Santa Rosa,Sonoma,Enr,16,,,4,6,5,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,App,144,5,,43,39,48,,5
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Adm,89,3,,27,22,32,,
SANTIAGO CANYON COLLEGE2830,SANTIAGO CANYON COLLEGE,Orange,Orange,Enr,26,,,11,5,9,,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,App,25,,,3,5,16,,1
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Adm,14,,,,3,9,,
SHASTA COLLEGE4696,SHASTA COLLEGE,Redding,Shasta,Enr,4,,,,,3,,
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,App,107,5,1,15,29,48,,7
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Adm,64,4,,11,15,30,,
SIERRA COLLEGE4697,SIERRA COLLEGE,Rocklin,Placer,Enr,11,,,,3,6,,
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,App,101,3,1,17,59,10,1,10
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Adm,58,,,5,40,7,,4
SKYLINE COLLEGE4746,SKYLINE COLLEGE,San Bruno,San Mateo,Enr,22,,,3,16,,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,App,49,4,1,11,11,17,,4
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Adm,25,,,7,6,10,,
SOLANO COMMUNITY COLLEGE4930,SOLANO COMMUNITY COLLEGE,Fairfield,Solano,Enr,8,,,,,4,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,App,241,17,3,148,49,15,6,3
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Adm,144,6,,96,29,9,,
SOUTHWESTERN COLLEGE4726,SOUTHWESTERN COLLEGE,Chula Vista,San Diego,Enr,98,4,,61,23,7,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,App,7,,,2,3,2,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Adm,4,,,,,,,
TAFT COLLEGE4820,TAFT COLLEGE,Taft,Kern,Enr,,,,,,,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,App,108,5,1,54,18,27,2,1
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Adm,64,4,,28,12,17,,
VENTURA COLLEGE4931,VENTURA COLLEGE,Ventura,Ventura,Enr,14,,,4,5,4,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,App,39,2,,16,9,10,1,1
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Adm,18,,,9,4,4,,
VICTOR VALLEY COLLEGE4932,VICTOR VALLEY COLLEGE,Victorville,San Bernardino,Enr,5,,,,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,App,10,1,,8,,1,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Adm,5,,,3,,,,
WEST HILLS COLLEGE LEMOORE5500,WEST HILLS COLLEGE LEMOORE,Lemoore,Kings,Enr,,,,,,,,
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,App,77,8,,26,10,17,,13
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Adm,34,3,,7,5,6,3,10
WEST LOS ANGELES COLLEGE4964,WEST LOS ANGELES COLLEGE,Culver City,Los Angeles,Enr,10,,,,,,,5
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,App,157,5,,24,68,53,,2
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Adm,67,4,,8,27,24,,
WEST VALLEY COLLEGE4958,WEST VALLEY COLLEGE,Saratoga,Santa Clara,Enr,13,,,3,4,6,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,App,19,,,9,7,2,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Adm,11,,,4,5,,,
WOODLAND COMMUNITY COLLEGE5762,WOODLAND COMMUNITY COLLEGE,Woodland,Yolo,Enr,,,,,,,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,App,21,,,5,3,13,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Adm,11,,,4,,6,,
YUBA COLLEGE4994,YUBA COLLEGE,Marysville,Yuba,Enr,,,,,,,,
