Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
CITY COLLEGE SAN FRANCISCO4052,CITY COLLEGE SAN FRANCISCO,San Francisco,San Francisco,Enr,26,,,,23,,,
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,App,40,2,,6,17,13,,2
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,Adm,25,,,3,11,9,,
CLOVIS COMMUNITY COLLEGE7973,CLOVIS COMMUNITY COLLEGE,Fresno,Fresno,Enr,6,,,,,,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,App,36,3,,8,14,8,1,2
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Adm,17,,,3,8,,,
COASTLINE COMMUNITY COLLEGE933,COASTLINE COMMUNITY COLLEGE,Fountain Valley,Orange,Enr,3,,,,,,,
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,App,39,7,,2,23,1,,5
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Adm,23,3,,,14,,,3
COLLEGE OF ALAMEDA4118,COLLEGE OF ALAMEDA,Alameda,Alameda,Enr,5,,,,3,,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,App,88,6,,21,13,41,,3
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Adm,55,4,,15,8,23,,
COLLEGE OF MARIN4061,COLLEGE OF MARIN,Kentfield,Marin,Enr,11,,,3,,5,,
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,App,231,8,,18,62,33,,109
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Adm,118,3,,14,35,13,,53
COLLEGE OF SAN MATEO4070,COLLEGE OF SAN MATEO,San Mateo,San Mateo,Enr,29,,,4,3,,,21
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,App,256,14,2,85,49,81,4,21
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Adm,151,4,,54,27,52,3,11
COLLEGE OF THE CANYONS4117,COLLEGE OF THE CANYONS,Santa Clarita,Los Angeles,Enr,40,,,11,10,16,,3
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,App,101,5,2,57,9,24,3,1
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Adm,63,,,45,4,12,,
COLLEGE OF THE DESERT4085,COLLEGE OF THE DESERT,Palm Desert,Riverside,Enr,17,,,11,,3,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,App,11,,,4,,7,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Adm,8,,,,,6,,
COLLEGE OF THE REDWOODS4100,COLLEGE OF THE REDWOODS,Eureka,Humboldt,Enr,,,,,,,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,App,35,1,,19,2,12,1,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Adm,22,,,10,,8,,
COLLEGE OF THE SEQUOIAS4071,COLLEGE OF THE SEQUOIAS,Visalia,Tulare,Enr,6,,,5,,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,App,6,,,,,6,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Adm,5,,,,,,,
COLUMBIA COLLEGE4108,COLUMBIA COLLEGE,Sonora,Tuolumne,Enr,,,,,,,,
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,App,52,6,,18,12,5,,11
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Adm,28,,,11,7,3,,6
CONTRA COSTA COLLEGE4943,CONTRA COSTA COLLEGE,San Pablo,Contra Costa,Enr,7,,,,3,,,
COPPER MOUNTAIN COLLEGE3889,COPPER MOUNTAIN COLLEGE,Joshua Tree,San Bernardino,App,7,,1,2,2,2,,
COPPER MOUNTAIN COLLEGE3889,COPPER MOUNTAIN COLLEGE,Joshua Tree,San Bernardino,Adm,6,,,,,,,
COPPER MOUNTAIN COLLEGE3889,COPPER MOUNTAIN COLLEGE,Joshua Tree,San Bernardino,Enr,4,,,,,,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,App,57,5,,4,38,10,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Adm,32,3,,,23,4,,
COSUMNES RIVER COLLEGE4121,COSUMNES RIVER COLLEGE,Sacramento,Sacramento,Enr,9,,,,7,,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,App,42,1,2,15,6,17,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Adm,27,,,8,5,11,,
CRAFTON HILLS COLLEGE4126,CRAFTON HILLS COLLEGE,Yucaipa,San Bernardino,Enr,8,,,,,3,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,App,104,,1,25,8,65,,2
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Adm,56,,,8,5,38,,
CUESTA COLLEGE4101,CUESTA COLLEGE,San Luis Obispo,San Luis Obispo,Enr,11,,,,,8,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,App,125,5,,34,11,73,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Adm,80,,,19,7,52,,
CUYAMACA COLLEGE4252,CUYAMACA COLLEGE,El Cajon,San Diego,Enr,43,,,9,3,31,,
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,App,106,5,,19,62,13,,4
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Adm,64,,,12,38,8,,3
CYPRESS COLLEGE4104,CYPRESS COLLEGE,Cypress,Orange,Enr,15,,,,10,,,
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,App,932,11,,55,384,112,16,354
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Adm,536,3,,24,232,58,12,207
DE ANZA COLLEGE4286,DE ANZA COLLEGE,Cupertino,Santa Clara,Enr,182,,,6,71,8,,92
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,App,719,14,2,72,196,170,,253
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Adm,448,9,,43,129,104,,154
DIABLO VALLEY COLLEGE4295,DIABLO VALLEY COLLEGE,Pleasant Hill,Contra Costa,Enr,122,,,9,36,23,,51
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,App,284,3,1,98,75,5,,96
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Adm,146,,,44,45,,,52
EAST LOS ANGELES COLLEGE4296,EAST LOS ANGELES COLLEGE,Monterey Park,Los Angeles,Enr,38,,,5,11,,,20
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,App,333,29,,84,116,60,7,37
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Adm,214,15,,49,84,42,,21
EL CAMINO COLLEGE4302,EL CAMINO COLLEGE,Torrance,Los Angeles,Enr,56,4,,13,22,8,,8
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,App,48,2,,12,27,3,1,3
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Adm,31,,,4,20,3,,
EVERGREEN VALLEY COLLEGE4273,EVERGREEN VALLEY COLLEGE,San Jose,Santa Clara,Enr,7,,,,4,,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,App,70,4,1,6,26,30,2,1
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Adm,36,,,,13,17,,
FOLSOM LAKE COLLEGE4462,FOLSOM LAKE COLLEGE,Folsom,Sacramento,Enr,7,,,,4,,,
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,App,463,7,1,33,153,90,,167
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Adm,250,4,,16,85,53,,84
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Enr,73,,,5,20,14,,31
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,App,46,2,1,16,10,12,2,3
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Adm,21,,,4,4,9,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Enr,5,,,,,3,,
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,App,215,5,,63,97,30,,16
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Adm,129,,,30,65,21,,11
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Enr,35,,,6,21,4,,4
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,App,25,1,,18,2,4,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Adm,9,,,6,,,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Enr,,,,,,,,
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,App,366,8,,34,36,251,8,29
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Adm,219,3,,14,18,164,,14
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Enr,52,,,3,3,35,,8
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,App,69,3,,11,29,21,,2
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Adm,42,,,5,20,13,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Enr,8,,,,,5,,
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,App,245,9,,70,28,113,,18
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Adm,136,7,,37,15,67,,8
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Enr,86,4,,22,11,42,,5
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,App,38,1,,29,4,2,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Adm,23,,,18,4,,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Enr,5,,,3,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,App,60,,,53,1,3,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Adm,26,,,24,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Enr,14,,,13,,,,
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,App,622,16,4,57,235,170,,126
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Adm,381,8,3,38,150,99,,73
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Enr,80,,,7,32,15,,19
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,App,21,,,4,2,9,,6
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Adm,11,,,,,7,,3
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Enr,,,,,,,,
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,App,100,16,1,5,49,15,,13
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Adm,61,6,,,34,7,,12
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Enr,12,,,,8,,,
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,App,120,5,1,16,48,42,,4
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Adm,60,,,11,24,20,,
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Enr,9,,,,6,3,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,App,105,12,,49,22,17,3,2
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Adm,56,6,,23,13,10,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Enr,9,,,3,4,,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,App,102,7,1,32,30,23,1,8
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Adm,56,4,,20,13,14,,5
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,9,,,5,4,,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,47,5,,23,9,8,,1
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,29,3,,16,6,3,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,5,,,3,,,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,48,2,1,25,6,12,,2
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,29,,,13,5,8,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,7,,,4,,,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,273,17,1,60,53,128,,10
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,172,8,,40,27,91,,3
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,31,,,13,5,13,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,139,8,1,35,19,71,,2
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,87,3,,21,15,44,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,20,,,6,5,8,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,62,11,2,19,15,12,,3
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,40,6,,14,10,7,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,7,,,,,,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,App,13,,,6,1,6,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Adm,9,,,5,,4,,
MENDOCINO COLLEGE4517,MENDOCINO COLLEGE,Ukiah,Mendocino,Enr,3,,,,,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,App,25,,,13,4,5,,3
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Adm,11,,,5,,3,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Enr,4,,,3,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,App,19,2,1,8,4,2,1,1
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Adm,14,,,7,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Enr,3,,,,,,,
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,414,15,4,114,65,167,,34
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,278,7,3,68,44,119,,24
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,131,4,,27,18,60,,11
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,49,1,,5,27,11,3,2
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,21,,,,11,7,,
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,5,,,,3,,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,45,5,,16,9,14,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,26,,,8,6,10,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,4,,,,,,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,62,2,2,20,8,27,2,1
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,39,,,11,7,17,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,7,,,4,,3,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,364,12,3,67,62,203,,6
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,224,4,,36,39,134,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,34,,,6,3,23,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,45,17,,19,3,5,,1
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,13,,,7,,,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,4,,,,,,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,155,17,1,69,30,33,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,75,5,,39,14,15,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,30,,,16,5,6,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,453,16,1,101,238,19,,70
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,273,6,,54,154,12,,40
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,73,,,18,37,4,,12
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,41,2,,23,11,4,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,27,,,16,7,3,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,7,,,4,,,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,89,12,,34,29,10,,2
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,42,3,,13,17,6,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,10,,,,7,,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,230,7,1,20,136,23,,38
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,137,,,14,84,17,,18
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,37,,,3,17,7,,10
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,415,5,2,60,145,114,,80
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,219,4,,23,85,60,,40
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Enr,47,,,4,18,13,,10
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,App,32,1,,23,4,4,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Adm,20,,,13,4,,,
OXNARD COLLEGE4591,OXNARD COLLEGE,Oxnard,Ventura,Enr,3,,,,,,,
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,App,283,11,5,74,50,106,,29
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Adm,187,,3,45,39,70,,25
PALOMAR COLLEGE4602,PALOMAR COLLEGE,San Marcos,San Diego,Enr,101,,,23,24,43,,9
PASADENA CITY COLLEGE4604,PASADENA CITY COLLEGE,Pasadena,Los Angeles,App,833,18,,143,372,121,,157
