Calculation1,School,City,County,Count,All,African American,American Indian,Hispanic/ Latino,Asian,White,Domestic unknown,Inter- national
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Adm,245,4,,17,86,52,,79
FOOTHILL COLLEGE4315,FOOTHILL COLLEGE,Los Altos Hills,Santa Clara,Enr,58,,,5,12,10,,28
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,App,58,2,1,22,16,16,,1
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Adm,26,,,8,7,10,,
FRESNO CITY COLLEGE4311,FRESNO CITY COLLEGE,Fresno,Fresno,Enr,10,,,3,3,3,,
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,App,227,9,,67,106,34,5,6
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Adm,121,5,,38,57,15,3,3
FULLERTON COLLEGE4314,FULLERTON COLLEGE,Fullerton,Orange,Enr,27,,,6,18,,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,App,15,,,8,1,6,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Adm,6,,,3,,,,
GAVILAN COLLEGE4678,GAVILAN COLLEGE,Gilroy,Santa Clara,Enr,,,,,,,,
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,App,382,6,,41,47,264,,20
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Adm,238,3,,24,22,175,3,11
GLENDALE COMMUNITY COLLEGE4327,GLENDALE COMMUNITY COLLEGE,Glendale,Los Angeles,Enr,38,,,6,,27,,
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,App,109,2,1,15,56,29,,6
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Adm,52,,,4,29,15,,3
GOLDEN WEST COLLEGE4339,GOLDEN WEST COLLEGE,Huntington Beach,Orange,Enr,18,,,,7,8,,
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,App,211,17,1,55,30,87,,16
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Adm,133,13,,33,21,51,,10
GROSSMONT CMTY COLLEGE4334,GROSSMONT CMTY COLLEGE,El Cajon,San Diego,Enr,82,11,,19,15,30,,4
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,App,56,,,46,7,3,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Adm,34,,,28,5,,,
HARTNELL COLLEGE4340,HARTNELL COLLEGE,Salinas,Monterey,Enr,8,,,7,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,App,93,,,90,,3,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Adm,59,,,58,,,,
IMPERIAL VALLEY COLLEGE4358,IMPERIAL VALLEY COLLEGE,Imperial,Imperial,Enr,40,,,39,,,,
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,App,802,27,2,53,353,182,,170
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Adm,477,11,,25,208,105,,119
IRVINE VALLEY COLLEGE3356,IRVINE VALLEY COLLEGE,Irvine,Orange,Enr,107,,,6,43,22,,33
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,App,21,,,6,5,7,1,2
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Adm,12,,,3,,5,,
LAKE TAHOE COMMUNITY COLLEGE4420,LAKE TAHOE COMMUNITY COLLEGE,South Lake Tahoe,El Dorado,Enr,5,,,,,3,,
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,App,89,10,2,10,39,12,1,15
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Adm,61,4,,8,29,5,,12
LANEY COLLEGE4406,LANEY COLLEGE,Oakland,Alameda,Enr,15,,,,7,,,3
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,App,189,12,1,21,92,56,4,3
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Adm,98,7,,12,45,28,,3
LAS POSITAS COLLEGE6507,LAS POSITAS COLLEGE,Livermore,Alameda,Enr,20,,,,9,7,,
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,App,151,15,,67,36,23,,7
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Adm,89,10,,36,23,13,3,4
LONG BEACH CITY COLLEGE4388,LONG BEACH CITY COLLEGE,Long Beach,Los Angeles,Enr,21,,,5,9,3,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,App,132,9,,42,36,39,2,4
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Adm,75,6,,26,13,27,,
LOS ANGELES CITY COLLEGE4391,LOS ANGELES CITY COLLEGE,Los Angeles,Los Angeles,Enr,9,,,3,6,,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,App,68,5,,39,16,5,,1
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Adm,38,,,20,10,5,,
LOS ANGELES HARBOR COLLEGE4395,LOS ANGELES HARBOR COLLEGE,Wilmington,Los Angeles,Enr,10,,,6,,,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,App,48,3,,35,5,5,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Adm,29,,,20,4,3,,
LOS ANGELES MISSION COLLEGE4404,LOS ANGELES MISSION COLLEGE,Sylmar,Los Angeles,Enr,7,,,6,,,,
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,App,372,15,5,83,67,196,,5
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Adm,234,9,,44,41,134,,3
LOS ANGELES PIERCE COLLEGE4398,LOS ANGELES PIERCE COLLEGE,Woodland Hills,Los Angeles,Enr,43,,,7,8,25,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,App,24,4,,18,1,1,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Adm,12,4,,7,,,,
LOS ANGELES SOUTHWEST COLLEGE4409,LOS ANGELES SOUTHWEST COLLEGE,Los Angeles,Los Angeles,Enr,4,,,,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,App,31,8,,18,1,3,,1
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Adm,12,,,8,,,,
LOS ANGELES TRADE-TECH COLLEGE4400,LOS ANGELES TRADE-TECH COLLEGE,Los Angeles,Los Angeles,Enr,,,,,,,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,App,174,12,,55,20,81,,1
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Adm,95,6,,19,15,51,,
LOS ANGELES VALLEY COLLEGE5546,LOS ANGELES VALLEY COLLEGE,Van Nuys,Los Angeles,Enr,12,,,,,6,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,App,83,15,2,23,19,23,,1
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Adm,38,5,,11,10,11,,
LOS MEDANOS COLLEGE4396,LOS MEDANOS COLLEGE,Pittsburg,Contra Costa,Enr,10,,,,,5,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,App,27,,1,14,3,6,,2
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Adm,11,,,5,,,,
MERCED COLLEGE4500,MERCED COLLEGE,Merced,Merced,Enr,5,,,,,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,App,20,4,,6,6,3,,1
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Adm,13,3,,3,5,,,
MERRITT COLLEGE4502,MERRITT COLLEGE,Oakland,Alameda,Enr,,,,,,,,
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,App,432,12,6,114,86,177,,26
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Adm,288,10,4,75,64,110,8,17
MIRACOSTA COLLEGE4582,MIRACOSTA COLLEGE,Oceanside,San Diego,Enr,133,4,,37,37,41,,7
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,App,52,,,4,36,7,,5
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Adm,28,,,,18,4,,5
MISSION COLLEGE7587,MISSION COLLEGE,Santa Clara,Santa Clara,Enr,10,,,,7,,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,App,54,2,,25,8,18,1,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Adm,32,,,14,4,11,,
MODESTO JUNIOR COLLEGE4486,MODESTO JUNIOR COLLEGE,Modesto,Stanislaus,Enr,8,,,,,5,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,App,56,3,,16,13,22,,1
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Adm,40,3,,10,10,15,,
MONTEREY PENINSULA COLLEGE4490,MONTEREY PENINSULA COLLEGE,Monterey,Monterey,Enr,9,,,,,4,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,App,443,20,2,93,91,223,,2
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Adm,255,15,,58,52,118,,
MOORPARK COLLEGE4512,MOORPARK COLLEGE,Moorpark,Ventura,Enr,48,6,,11,13,18,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,App,57,4,,44,5,4,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Adm,17,,,13,,,,
MORENO VALLEY COLLEGE6512,MORENO VALLEY COLLEGE,Moreno Valley,Riverside,Enr,,,,,,,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,App,215,20,,103,33,51,,2
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Adm,97,6,,41,20,27,,
MOUNT SAN JACINTO COLLEGE4501,MOUNT SAN JACINTO COLLEGE,San Jacinto,Riverside,Enr,27,,,14,6,6,,
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,App,568,22,1,142,296,33,,66
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Adm,348,10,,80,182,18,,52
MT. SAN ANTONIO COLLEGE4494,MT. SAN ANTONIO COLLEGE,Walnut,Los Angeles,Enr,85,4,,20,41,,,17
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,App,41,2,,25,8,5,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Adm,30,,,18,5,5,,
NAPA VALLEY COLLEGE4530,NAPA VALLEY COLLEGE,Napa,Napa,Enr,7,,,5,,,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,App,104,11,1,48,26,15,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Adm,53,5,,28,13,7,,
NORCO COLLEGE6503,NORCO COLLEGE,Norco,Riverside,Enr,10,,,7,,,,
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,App,242,6,,23,152,30,,28
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Adm,132,3,,13,78,18,,19
OHLONE COLLEGE4579,OHLONE COLLEGE,Fremont,Alameda,Enr,33,,,,26,,,4
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,App,511,10,4,66,177,135,,108
ORANGE COAST COLLEGE4584,ORANGE COAST COLLEGE,Costa Mesa,Orange,Adm,294,6,,29,107,63,,82
